age,educational-num,capital-gain,capital-loss,hours-per-week,education,marital-status,occupation,gender,income_>50K
35,9,0,0,35,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,0
41,11,0,0,40,Assoc-voc,Married-civ-spouse,Craft-repair,Male,0
23,9,0,0,40,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,0
52,13,0,0,30,Bachelors,Married-spouse-absent,Prof-specialty,Male,1
32,10,0,0,60,Some-college,Married-civ-spouse,Protective-serv,Male,0
21,9,2176,0,40,HS-grad,Never-married,Machine-op-inspct,Male,0
48,14,0,0,40,Masters,Married-civ-spouse,Exec-managerial,Male,0
51,14,0,2415,40,Masters,Married-civ-spouse,Exec-managerial,Male,1
30,13,0,0,40,Bachelors,Married-civ-spouse,Prof-specialty,Male,0
48,10,0,1669,38,Some-college,Widowed,Exec-managerial,Female,0
20,14,0,0,25,Masters,Never-married,Exec-managerial,Male,0
54,16,0,0,50,Doctorate,Married-civ-spouse,Prof-specialty,Male,1
47,13,0,0,40,Bachelors,Never-married,Sales,Male,0
27,10,0,0,22,Some-college,Never-married,Sales,Male,0
24,13,0,0,20,Bachelors,Never-married,Prof-specialty,Male,0
30,9,0,0,40,HS-grad,Never-married,Craft-repair,Male,0
17,7,0,0,18,11th,Never-married,Farming-fishing,Female,0
62,13,0,0,40,Bachelors,Married-civ-spouse,Exec-managerial,Male,1
33,9,0,0,35,HS-grad,Married-spouse-absent,Other-service,Female,0
21,9,0,0,36,HS-grad,Never-married,Handlers-cleaners,Male,0
29,14,0,0,50,Masters,Never-married,Prof-specialty,Female,0
22,10,0,0,40,Some-college,Never-married,Other-service,Female,0
63,9,0,0,40,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,1
43,10,4064,0,15,Some-college,Married-civ-spouse,Adm-clerical,Female,0
49,10,0,0,56,Some-college,Married-civ-spouse,Craft-repair,Male,1
31,7,0,0,40,11th,Married-spouse-absent,Sales,Female,0
24,13,0,0,35,Bachelors,Married-civ-spouse,Sales,Male,0
31,6,0,0,40,10th,Never-married,Adm-clerical,Female,0
19,9,0,0,42,HS-grad,Never-married,Machine-op-inspct,Male,0
24,13,0,0,40,Bachelors,Never-married,Exec-managerial,Female,0
32,10,0,0,40,Some-college,Never-married,Machine-op-inspct,Female,0
47,13,0,0,70,Bachelors,Separated,Prof-specialty,Female,0
44,15,15024,0,80,Prof-school,Married-civ-spouse,Prof-specialty,Male,1
28,11,0,0,40,Assoc-voc,Never-married,Transport-moving,Male,0
27,9,0,0,40,HS-grad,Never-married,Craft-repair,Male,0
38,10,0,0,40,Some-college,Divorced,Other-service,Male,0
63,13,0,0,40,Bachelors,Married-civ-spouse,Prof-specialty,Male,1
48,13,0,0,40,Bachelors,Married-civ-spouse,Prof-specialty,Male,0
66,9,0,0,40,HS-grad,Widowed,,Female,0
38,8,7688,0,40,12th,Married-civ-spouse,Craft-repair,Male,1
49,8,0,0,39,12th,Married-civ-spouse,Machine-op-inspct,Male,0
48,11,0,0,30,Assoc-voc,Separated,Other-service,Female,0
52,9,0,0,36,HS-grad,Never-married,Sales,Female,0
39,5,0,0,40,9th,Married-civ-spouse,Farming-fishing,Male,0
39,9,0,0,40,HS-grad,Married-civ-spouse,Adm-clerical,Male,0
25,13,3674,0,30,Bachelors,Never-married,Prof-specialty,Male,0
32,9,0,0,40,HS-grad,Never-married,Farming-fishing,Male,0
34,9,0,2001,40,HS-grad,Never-married,Machine-op-inspct,Male,0
21,9,0,0,40,HS-grad,Never-married,Craft-repair,Male,0
19,10,0,0,40,Some-college,Never-married,,Male,0
58,16,15024,0,32,Doctorate,Married-civ-spouse,Prof-specialty,Male,1
26,14,0,0,40,Masters,Never-married,Prof-specialty,Female,0
22,9,99999,0,40,HS-grad,Never-married,Prof-specialty,Female,1
46,13,0,0,40,Bachelors,Married-civ-spouse,Adm-clerical,Female,1
25,13,0,0,60,Bachelors,Never-married,Transport-moving,Male,0
46,6,0,0,40,10th,Divorced,Machine-op-inspct,Male,0
25,10,0,0,40,Some-college,Divorced,Tech-support,Female,0
31,9,0,0,28,HS-grad,Divorced,Other-service,Male,0
23,10,0,0,40,Some-college,Never-married,Adm-clerical,Female,0
32,9,0,0,40,HS-grad,Never-married,Craft-repair,Male,0
50,10,0,0,55,Some-college,Married-civ-spouse,Sales,Male,0
58,9,0,0,35,HS-grad,Widowed,Sales,Female,1
43,15,0,0,32,Prof-school,Never-married,Farming-fishing,Female,0
39,10,0,0,40,Some-college,Married-civ-spouse,Protective-serv,Male,1
47,13,0,0,40,Bachelors,Married-civ-spouse,Exec-managerial,Female,1
22,10,0,0,60,Some-college,Never-married,Tech-support,Female,0
36,10,0,0,50,Some-college,Married-civ-spouse,Craft-repair,Male,0
33,9,0,0,40,HS-grad,Married-civ-spouse,Sales,Male,0
30,10,0,0,40,Some-college,Divorced,Sales,Female,0
55,14,0,0,50,Masters,Divorced,Exec-managerial,Female,0
45,13,0,0,38,Bachelors,Married-spouse-absent,Prof-specialty,Female,0
42,7,0,0,38,11th,Separated,Other-service,Female,0
25,9,0,0,48,HS-grad,Married-civ-spouse,Sales,Male,0
19,10,0,0,40,Some-college,Never-married,,Male,0
21,10,0,0,40,Some-college,Never-married,Adm-clerical,Male,0
50,3,0,0,40,5th-6th,Married-civ-spouse,Handlers-cleaners,Male,0
65,9,2993,0,40,HS-grad,Never-married,Adm-clerical,Female,0
22,10,0,0,21,Some-college,Never-married,Prof-specialty,Female,0
68,14,6360,0,20,Masters,Never-married,Adm-clerical,Female,0
54,10,0,0,40,Some-college,Married-civ-spouse,Machine-op-inspct,Male,0
48,13,0,0,40,Bachelors,Married-civ-spouse,Craft-repair,Male,1
42,9,0,0,50,HS-grad,Married-civ-spouse,Craft-repair,Male,0
21,11,0,0,40,Assoc-voc,Never-married,Adm-clerical,Female,0
19,7,0,0,30,11th,Never-married,Other-service,Male,0
27,9,0,0,40,HS-grad,Never-married,Handlers-cleaners,Male,0
20,7,0,0,60,11th,Never-married,Craft-repair,Male,0
24,9,0,0,35,HS-grad,Married-civ-spouse,Farming-fishing,Male,0
39,10,0,0,40,Some-college,Never-married,Other-service,Female,0
58,9,0,0,50,HS-grad,Married-civ-spouse,Sales,Male,0
20,10,0,0,32,Some-college,Never-married,Farming-fishing,Male,0
21,9,0,1504,40,HS-grad,Never-married,Craft-repair,Male,0
41,9,0,0,45,HS-grad,Married-civ-spouse,Other-service,Male,0
54,10,0,0,40,Some-college,Never-married,Prof-specialty,Female,0
27,5,0,0,40,9th,Never-married,Craft-repair,Male,0
38,14,0,0,48,Masters,Married-civ-spouse,,Female,1
17,7,0,0,26,11th,Never-married,Sales,Female,0
62,10,0,0,40,Some-college,Divorced,Farming-fishing,Male,0
72,4,0,0,10,7th-8th,Married-civ-spouse,Handlers-cleaners,Female,0
60,2,0,0,40,1st-4th,Married-civ-spouse,Craft-repair,Male,1
49,11,0,0,44,Assoc-voc,Divorced,Adm-clerical,Female,0
25,10,0,0,55,Some-college,Never-married,Transport-moving,Male,0
31,4,0,0,40,7th-8th,Never-married,Craft-repair,Male,0
37,12,0,0,50,Assoc-acdm,Married-spouse-absent,Other-service,Female,0
21,11,0,0,98,Assoc-voc,Never-married,Farming-fishing,Male,0
33,10,0,0,50,Some-college,Married-civ-spouse,,Female,0
20,10,0,0,40,Some-college,Never-married,Exec-managerial,Male,0
44,13,0,0,12,Bachelors,Married-civ-spouse,Craft-repair,Male,0
41,10,0,0,40,Some-college,Married-civ-spouse,Farming-fishing,Male,0
30,11,0,0,40,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Male,1
30,13,0,0,60,Bachelors,Never-married,Prof-specialty,Male,0
40,9,0,0,40,HS-grad,Married-civ-spouse,Transport-moving,Male,1
47,3,0,0,50,5th-6th,Married-civ-spouse,Transport-moving,Male,0
35,11,0,0,40,Assoc-voc,Married-civ-spouse,Farming-fishing,Male,0
25,13,0,0,20,Bachelors,Never-married,Sales,Female,0
59,15,0,0,25,Prof-school,Married-civ-spouse,Sales,Male,0
27,9,0,0,40,HS-grad,Never-married,Prof-specialty,Male,0
28,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
33,9,0,0,40,HS-grad,Married-civ-spouse,Adm-clerical,Female,0
50,16,0,0,55,Doctorate,Married-civ-spouse,Exec-managerial,Male,1
30,13,0,0,45,Bachelors,Married-civ-spouse,Exec-managerial,Male,1
36,9,0,2002,40,HS-grad,Married-civ-spouse,Transport-moving,Male,0
54,13,0,1902,40,Bachelors,Married-civ-spouse,Prof-specialty,Male,1
29,16,0,0,50,Doctorate,Married-civ-spouse,Prof-specialty,Male,1
33,9,0,0,55,HS-grad,Married-civ-spouse,Sales,Male,1
35,13,0,0,40,Bachelors,Married-civ-spouse,Exec-managerial,Male,1
49,15,0,0,45,Prof-school,Married-civ-spouse,Prof-specialty,Male,0
24,7,0,0,3,11th,Never-married,Prof-specialty,Female,0
58,12,0,0,40,Assoc-acdm,Married-civ-spouse,Craft-repair,Male,1
31,9,0,1848,50,HS-grad,Married-civ-spouse,Transport-moving,Male,1
41,10,3942,0,40,Some-college,Married-civ-spouse,Transport-moving,Male,0
21,10,0,0,40,Some-college,Never-married,Adm-clerical,Male,0
38,13,0,1340,40,Bachelors,Never-married,Exec-managerial,Male,0
60,6,0,0,40,10th,Separated,Other-service,Female,0
37,9,0,0,40,HS-grad,Divorced,Adm-clerical,Female,0
19,10,0,0,24,Some-college,Never-married,,Male,0
67,6,0,0,35,10th,Never-married,,Female,0
22,12,0,0,40,Assoc-acdm,Never-married,Adm-clerical,Female,0
18,7,0,0,20,11th,Never-married,Sales,Female,0
45,11,0,0,40,Assoc-voc,Divorced,Exec-managerial,Male,1
56,13,0,0,40,Bachelors,Married-civ-spouse,Exec-managerial,Male,0
54,9,0,0,40,HS-grad,Married-civ-spouse,Exec-managerial,Male,1
23,9,0,0,40,HS-grad,Never-married,Handlers-cleaners,Male,0
36,9,0,0,48,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,0
59,5,0,0,40,9th,Married-civ-spouse,Other-service,Male,0
51,9,2105,0,24,HS-grad,Married-civ-spouse,,Male,0
31,9,0,0,48,HS-grad,Married-civ-spouse,Craft-repair,Male,1
39,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,1
32,7,7298,0,60,11th,Married-civ-spouse,Transport-moving,Male,1
46,10,0,0,40,Some-college,Divorced,Prof-specialty,Female,1
60,4,0,0,15,7th-8th,Married-civ-spouse,Transport-moving,Male,0
42,13,15024,0,50,Bachelors,Married-civ-spouse,Sales,Male,1
30,14,15024,0,60,Masters,Married-civ-spouse,Exec-managerial,Male,1
35,9,0,0,40,HS-grad,Divorced,Other-service,Female,0
34,14,0,0,28,Masters,Never-married,Other-service,Female,0
32,12,0,0,80,Assoc-acdm,Never-married,Sales,Male,0
36,13,0,0,50,Bachelors,Married-civ-spouse,Craft-repair,Male,1
20,9,0,0,40,HS-grad,Never-married,Handlers-cleaners,Male,0
44,9,0,0,40,HS-grad,Divorced,Adm-clerical,Female,0
35,10,0,0,38,Some-college,Never-married,Adm-clerical,Female,0
58,16,0,0,60,Doctorate,Married-civ-spouse,Prof-specialty,Male,1
33,13,15024,0,60,Bachelors,Married-civ-spouse,Exec-managerial,Male,1
29,13,0,0,55,Bachelors,Married-civ-spouse,Prof-specialty,Male,1
43,10,0,0,45,Some-college,Divorced,Exec-managerial,Female,0
39,13,0,0,40,Bachelors,Never-married,Adm-clerical,Male,0
39,10,0,0,40,Some-college,Married-civ-spouse,Machine-op-inspct,Female,0
19,7,0,0,30,11th,Never-married,Handlers-cleaners,Male,0
45,14,0,0,45,Masters,Married-civ-spouse,Adm-clerical,Male,1
53,9,0,0,45,HS-grad,Married-civ-spouse,Transport-moving,Male,0
58,9,0,0,45,HS-grad,Married-spouse-absent,Other-service,Female,0
21,10,0,0,20,Some-college,Never-married,,Male,0
40,10,0,0,40,Some-college,Married-civ-spouse,Handlers-cleaners,Male,0
44,10,0,0,80,Some-college,Married-civ-spouse,Protective-serv,Male,1
20,10,0,0,35,Some-college,Married-civ-spouse,Sales,Male,0
58,5,0,0,40,9th,Divorced,Farming-fishing,Male,0
53,10,0,0,50,Some-college,Married-civ-spouse,Exec-managerial,Male,1
32,10,0,0,40,Some-college,Separated,Exec-managerial,Female,0
36,3,0,0,40,5th-6th,Married-spouse-absent,Craft-repair,Male,0
19,7,0,0,25,11th,Never-married,Sales,Male,0
31,12,0,0,45,Assoc-acdm,Never-married,Adm-clerical,Female,0
42,11,0,0,32,Assoc-voc,Divorced,Other-service,Female,0
23,10,2202,0,80,Some-college,Never-married,Other-service,Male,0
39,9,7298,0,40,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,1
23,13,0,0,40,Bachelors,Never-married,Tech-support,Female,0
61,14,7298,0,60,Masters,Married-civ-spouse,Exec-managerial,Male,1
57,7,0,0,52,11th,Married-civ-spouse,Other-service,Male,0
66,13,0,0,45,Bachelors,Married-civ-spouse,Prof-specialty,Male,1
24,9,0,0,30,HS-grad,Never-married,Other-service,Female,0
17,8,0,0,15,12th,Never-married,Craft-repair,Male,0
35,9,0,0,40,HS-grad,Divorced,Craft-repair,Male,0
39,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,1
59,13,99999,0,40,Bachelors,Married-civ-spouse,Farming-fishing,Male,1
41,9,0,0,40,HS-grad,Separated,Exec-managerial,Male,0
28,6,0,0,30,10th,Separated,,Male,0
32,10,0,0,50,Some-college,Never-married,Other-service,Male,0
53,9,0,0,35,HS-grad,Divorced,Sales,Female,0
35,13,0,0,32,Bachelors,Widowed,Prof-specialty,Female,1
18,9,0,0,40,HS-grad,Never-married,Adm-clerical,Male,0
28,7,0,0,40,11th,Never-married,Sales,Male,0
28,13,0,0,40,Bachelors,Never-married,Prof-specialty,Female,0
45,6,0,0,65,10th,Married-civ-spouse,Craft-repair,Male,0
28,13,0,0,40,Bachelors,Never-married,Prof-specialty,Female,0
20,9,0,0,20,HS-grad,Never-married,Handlers-cleaners,Male,0
60,4,0,0,15,7th-8th,Separated,Priv-house-serv,Female,0
65,9,0,0,40,HS-grad,Married-civ-spouse,Transport-moving,Male,0
28,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
70,11,9386,0,50,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Male,1
35,2,4386,0,65,1st-4th,Married-civ-spouse,Exec-managerial,Male,0
53,14,0,0,40,Masters,Married-civ-spouse,Exec-managerial,Male,0
52,9,0,0,35,HS-grad,Widowed,Adm-clerical,Female,0
31,13,0,0,40,Bachelors,Married-civ-spouse,Prof-specialty,Male,1
44,14,0,0,40,Masters,Married-civ-spouse,Exec-managerial,Male,0
38,9,15024,0,40,HS-grad,Married-civ-spouse,Exec-managerial,Female,1
45,13,0,0,50,Bachelors,Married-civ-spouse,Sales,Male,0
35,9,0,0,40,HS-grad,Divorced,Machine-op-inspct,Male,0
63,14,0,0,50,Masters,Married-civ-spouse,Exec-managerial,Male,1
35,14,0,0,38,Masters,Married-civ-spouse,Prof-specialty,Male,0
54,6,0,0,40,10th,Married-civ-spouse,Handlers-cleaners,Male,0
37,9,0,0,70,HS-grad,Married-civ-spouse,Farming-fishing,Male,0
26,9,0,0,30,HS-grad,Married-civ-spouse,Prof-specialty,Male,0
55,11,0,0,40,Assoc-voc,Divorced,Prof-specialty,Female,0
28,14,0,0,50,Masters,Never-married,Prof-specialty,Male,0
37,9,0,0,37,HS-grad,Never-married,Adm-clerical,Female,0
23,5,0,0,39,9th,Never-married,Handlers-cleaners,Male,0
28,9,0,0,40,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0
55,14,7688,0,45,Masters,Married-civ-spouse,Prof-specialty,Male,1
21,10,0,0,40,Some-college,Never-married,Sales,Male,0
53,10,0,0,40,Some-college,Separated,Adm-clerical,Female,0
90,13,0,0,20,Bachelors,Married-civ-spouse,Sales,Male,0
57,16,0,1977,40,Doctorate,Married-civ-spouse,Tech-support,Male,1
45,14,0,0,40,Masters,Married-civ-spouse,Sales,Male,1
41,13,7688,0,40,Bachelors,Married-civ-spouse,Prof-specialty,Male,1
46,6,0,0,35,10th,Divorced,Sales,Female,0
23,13,0,0,45,Bachelors,Never-married,Sales,Female,0
55,11,0,0,40,Assoc-voc,Married-civ-spouse,Craft-repair,Male,1
58,8,0,0,52,12th,Divorced,Sales,Female,0
55,3,0,0,40,5th-6th,Never-married,Transport-moving,Male,0
33,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
48,6,0,0,40,10th,Married-civ-spouse,Transport-moving,Male,0
61,10,0,0,40,Some-college,Married-civ-spouse,Prof-specialty,Male,0
35,9,0,0,50,HS-grad,Divorced,Exec-managerial,Male,0
49,15,0,0,40,Prof-school,Married-civ-spouse,Prof-specialty,Male,1
37,7,0,0,65,11th,Divorced,Transport-moving,Male,0
34,9,0,0,45,HS-grad,Never-married,Craft-repair,Male,0
34,13,0,0,47,Bachelors,Married-civ-spouse,Sales,Male,1
22,13,0,0,20,Bachelors,Never-married,Prof-specialty,Male,0
23,13,0,0,55,Bachelors,Never-married,Prof-specialty,Male,0
47,10,0,0,50,Some-college,Married-civ-spouse,Prof-specialty,Male,1
42,9,0,0,40,HS-grad,Widowed,Exec-managerial,Female,0
36,2,0,0,40,1st-4th,Married-civ-spouse,Other-service,Male,0
61,9,0,0,30,HS-grad,Married-civ-spouse,Exec-managerial,Male,1
45,16,0,0,40,Doctorate,Separated,Exec-managerial,Male,1
57,9,0,0,40,HS-grad,Married-civ-spouse,Exec-managerial,Male,1
62,9,0,0,18,HS-grad,Married-civ-spouse,,Male,0
36,9,0,0,40,HS-grad,Divorced,Craft-repair,Male,0
19,4,0,0,40,7th-8th,Never-married,Craft-repair,Male,0
18,9,0,0,20,HS-grad,Never-married,Other-service,Male,0
34,12,0,0,60,Assoc-acdm,Never-married,Tech-support,Female,1
22,10,0,0,40,Some-college,Never-married,Craft-repair,Male,0
52,9,0,0,40,HS-grad,Separated,Craft-repair,Male,0
41,14,0,0,40,Masters,Married-civ-spouse,Exec-managerial,Male,0
48,9,8614,0,40,HS-grad,Divorced,Craft-repair,Male,1
26,13,0,0,30,Bachelors,Never-married,Prof-specialty,Male,0
24,13,0,0,40,Bachelors,Never-married,,Female,0
38,10,0,0,38,Some-college,Divorced,Sales,Female,0
36,13,0,0,48,Bachelors,Married-civ-spouse,Craft-repair,Male,1
28,10,0,0,50,Some-college,Separated,Adm-clerical,Female,0
22,9,0,0,48,HS-grad,Married-civ-spouse,Exec-managerial,Male,0
23,10,0,0,40,Some-college,Never-married,,Male,0
67,9,0,0,30,HS-grad,Widowed,Other-service,Female,0
38,10,0,0,55,Some-college,Married-civ-spouse,Sales,Male,1
38,13,0,0,60,Bachelors,Married-civ-spouse,Exec-managerial,Male,0
26,6,0,0,55,10th,Never-married,Craft-repair,Male,0
37,10,0,0,40,Some-college,Married-civ-spouse,Handlers-cleaners,Male,0
38,10,0,0,40,Some-college,Married-civ-spouse,Machine-op-inspct,Male,0
26,11,0,0,35,Assoc-voc,Separated,Adm-clerical,Female,0
28,9,0,0,50,HS-grad,Divorced,Adm-clerical,Female,0
51,12,0,0,40,Assoc-acdm,Married-civ-spouse,Exec-managerial,Male,0
47,9,0,0,45,HS-grad,Divorced,Sales,Female,0
32,13,0,0,50,Bachelors,Married-civ-spouse,Craft-repair,Male,0
27,3,0,0,52,5th-6th,Married-civ-spouse,Other-service,Male,0
33,10,0,0,40,Some-college,Never-married,Craft-repair,Male,0
24,12,0,0,48,Assoc-acdm,Never-married,Handlers-cleaners,Male,0
58,13,0,0,40,Bachelors,Married-civ-spouse,Adm-clerical,Male,0
41,13,7688,0,50,Bachelors,Married-civ-spouse,Exec-managerial,Male,1
57,12,0,0,20,Assoc-acdm,Married-civ-spouse,Other-service,Male,0
26,9,0,0,35,HS-grad,Never-married,Other-service,Female,0
70,9,0,0,37,HS-grad,Married-civ-spouse,Craft-repair,Male,0
23,10,0,0,35,Some-college,Never-married,Other-service,Male,0
34,9,4386,0,55,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,1
50,13,0,0,40,Bachelors,Divorced,Protective-serv,Male,1
45,10,0,0,50,Some-college,Divorced,Adm-clerical,Male,0
31,10,0,0,40,Some-college,Married-spouse-absent,Transport-moving,Male,0
18,7,0,0,40,11th,Never-married,Prof-specialty,Male,0
41,9,0,0,40,HS-grad,Married-civ-spouse,Transport-moving,Male,0
61,9,0,0,20,HS-grad,Married-civ-spouse,Craft-repair,Male,0
42,9,0,0,27,HS-grad,Separated,Transport-moving,Male,0
42,10,0,0,60,Some-college,Married-civ-spouse,Farming-fishing,Male,0
23,9,0,0,40,HS-grad,Never-married,Transport-moving,Male,0
32,12,2174,0,40,Assoc-acdm,Divorced,Protective-serv,Male,0
47,10,0,0,45,Some-college,Married-spouse-absent,Craft-repair,Male,0
20,9,0,0,30,HS-grad,Never-married,Adm-clerical,Female,0
25,13,0,0,40,Bachelors,Never-married,Prof-specialty,Male,0
25,13,0,0,20,Bachelors,Never-married,Adm-clerical,Female,0
33,9,0,0,72,HS-grad,Separated,Other-service,Female,0
18,10,0,0,20,Some-college,Never-married,Other-service,Female,0
31,12,0,0,25,Assoc-acdm,Never-married,,Female,0
30,13,0,0,40,Bachelors,Never-married,Sales,Male,0
47,14,0,0,60,Masters,Never-married,Prof-specialty,Female,0
56,6,0,0,45,10th,Divorced,Other-service,Female,0
51,13,99999,0,50,Bachelors,Married-civ-spouse,Exec-managerial,Male,1
36,14,0,0,38,Masters,Married-civ-spouse,Prof-specialty,Male,1
40,9,0,0,40,HS-grad,Divorced,Craft-repair,Male,0
60,10,0,0,40,Some-college,Married-civ-spouse,Sales,Male,1
39,14,0,0,40,Masters,Divorced,Exec-managerial,Male,0
40,9,0,0,40,HS-grad,Divorced,Transport-moving,Male,0
46,9,0,0,37,HS-grad,Separated,Adm-clerical,Female,0
37,9,0,0,45,HS-grad,Married-civ-spouse,Transport-moving,Male,0
31,13,0,0,25,Bachelors,Never-married,Prof-specialty,Male,0
33,9,0,0,40,HS-grad,Divorced,Craft-repair,Male,0
36,10,0,0,40,Some-college,Divorced,Other-service,Female,0
52,9,0,0,14,HS-grad,Married-civ-spouse,Sales,Male,0
35,9,0,0,40,HS-grad,Divorced,Prof-specialty,Female,0
27,13,0,0,40,Bachelors,Never-married,Exec-managerial,Female,0
40,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
41,9,0,0,40,HS-grad,Married-civ-spouse,Adm-clerical,Male,0
32,9,0,0,60,HS-grad,Never-married,Other-service,Male,0
27,9,0,0,40,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,0
23,13,0,0,35,Bachelors,Never-married,Exec-managerial,Female,0
61,13,0,0,42,Bachelors,Married-civ-spouse,Prof-specialty,Male,0
60,13,7688,0,40,Bachelors,Married-civ-spouse,Prof-specialty,Male,1
19,8,0,0,20,12th,Married-spouse-absent,Other-service,Female,0
57,10,0,0,50,Some-college,Married-civ-spouse,Transport-moving,Male,0
27,13,0,0,15,Bachelors,Never-married,Tech-support,Female,0
58,13,0,0,50,Bachelors,Divorced,Prof-specialty,Female,0
45,14,0,1977,43,Masters,Married-civ-spouse,Exec-managerial,Male,1
38,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
43,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
58,9,0,0,20,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,1
20,10,1055,0,50,Some-college,Never-married,,Male,0
66,14,0,0,50,Masters,Married-civ-spouse,Sales,Male,0
30,8,0,0,44,12th,Married-civ-spouse,Farming-fishing,Male,0
17,6,0,0,16,10th,Never-married,Other-service,Male,0
52,13,0,0,50,Bachelors,Married-civ-spouse,Prof-specialty,Male,1
47,16,0,0,29,Doctorate,Divorced,Prof-specialty,Female,0
18,9,0,0,38,HS-grad,Never-married,Sales,Female,0
44,9,0,0,52,HS-grad,Never-married,Exec-managerial,Female,0
60,4,0,0,40,7th-8th,Married-civ-spouse,Sales,Male,0
26,9,0,0,40,HS-grad,Never-married,Other-service,Male,0
44,9,0,0,50,HS-grad,Married-civ-spouse,Farming-fishing,Male,0
45,13,0,0,40,Bachelors,Married-civ-spouse,Transport-moving,Male,1
32,13,15024,0,50,Bachelors,Married-civ-spouse,Exec-managerial,Male,1
58,9,0,0,20,HS-grad,Married-civ-spouse,Craft-repair,Male,0
18,7,0,0,15,11th,Never-married,Sales,Female,0
24,11,0,0,45,Assoc-voc,Married-civ-spouse,Craft-repair,Male,0
33,9,0,0,40,HS-grad,Widowed,Sales,Female,0
24,10,0,0,40,Some-college,Never-married,Handlers-cleaners,Male,0
42,11,0,0,35,Assoc-voc,Divorced,Adm-clerical,Female,0
75,13,0,0,24,Bachelors,Married-civ-spouse,Exec-managerial,Male,0
20,10,0,0,40,Some-college,Never-married,Other-service,Male,0
40,11,0,0,40,Assoc-voc,Married-civ-spouse,Adm-clerical,Male,1
21,11,0,0,40,Assoc-voc,Never-married,Protective-serv,Male,0
64,9,0,0,10,HS-grad,Married-civ-spouse,,Male,0
35,13,0,0,70,Bachelors,Married-civ-spouse,Exec-managerial,Male,0
60,9,0,0,33,HS-grad,Divorced,Sales,Female,0
42,10,0,0,40,Some-college,Married-civ-spouse,Craft-repair,Male,0
28,11,0,0,18,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Female,0
44,7,0,0,40,11th,Separated,Tech-support,Male,0
53,14,0,0,60,Masters,Married-civ-spouse,Exec-managerial,Male,1
54,9,0,0,40,HS-grad,Married-civ-spouse,,Male,0
41,9,0,0,20,HS-grad,Married-civ-spouse,Other-service,Female,0
23,10,0,0,20,Some-college,Never-married,Handlers-cleaners,Male,0
24,10,0,0,15,Some-college,Never-married,Sales,Female,0
64,9,0,0,40,HS-grad,Married-civ-spouse,Other-service,Male,0
42,10,0,0,40,Some-college,Married-civ-spouse,Craft-repair,Male,1
46,9,0,0,40,HS-grad,Married-civ-spouse,Other-service,Male,0
30,10,0,0,80,Some-college,Married-civ-spouse,Transport-moving,Male,1
25,9,0,0,50,HS-grad,Never-married,Craft-repair,Male,0
29,9,0,0,25,HS-grad,Married-civ-spouse,Other-service,Male,0
18,9,0,0,40,HS-grad,Never-married,Prof-specialty,Female,0
21,10,0,0,40,Some-college,Never-married,Other-service,Female,0
50,9,0,0,40,HS-grad,Married-civ-spouse,Craft-repair,Male,0
32,12,25236,0,50,Assoc-acdm,Separated,Exec-managerial,Female,1
46,13,0,0,60,Bachelors,Married-civ-spouse,Sales,Male,1
27,15,0,0,80,Prof-school,Never-married,Prof-specialty,Female,0
39,10,0,0,40,Some-college,Married-spouse-absent,Craft-repair,Male,1
37,14,4787,0,40,Masters,Divorced,Prof-specialty,Male,1
47,3,0,0,40,5th-6th,Married-spouse-absent,Machine-op-inspct,Male,0
43,9,0,0,40,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,1
61,16,0,1902,40,Doctorate,Married-civ-spouse,Prof-specialty,Male,1
26,13,3942,0,7,Bachelors,Married-civ-spouse,Adm-clerical,Male,0
17,6,0,0,12,10th,Never-married,Other-service,Female,0
60,13,4386,0,84,Bachelors,Married-civ-spouse,Prof-specialty,Male,1
32,9,0,0,40,HS-grad,Never-married,Machine-op-inspct,Male,0
43,9,0,0,35,HS-grad,Married-civ-spouse,,Male,0
70,9,0,0,20,HS-grad,Widowed,Other-service,Female,0
45,13,0,0,40,Bachelors,Married-civ-spouse,Prof-specialty,Male,1
32,10,0,0,40,Some-college,Married-civ-spouse,Tech-support,Male,0
26,11,0,0,45,Assoc-voc,Never-married,Prof-specialty,Male,0
23,9,0,0,35,HS-grad,Never-married,Sales,Female,0
